GENESIS-Tabelle: 51000-22i
Aus- und Einfuhr nach Gruppen (247) des;;;;;;
Güterverzeichnisses der Produktionsstatistiken GP 2019;;;;;;
- Land - Jahr (ab 2008);;;;;;
Außenhandel;;;;;;
Nordrhein-Westfalen;;;;;;
;;;Ausfuhr: Gewicht;Ausfuhr;Einfuhr: Gewicht;Einfuhr
;;;t;Tsd. EUR;t;Tsd. EUR
2017;2060;Chemiefasern;135424;439188;195665;537764
2017;2110;Pharmazeutische Grundstoffe u.ä. Erzeugnisse;93436;694529;93926;531230
2017;2120;Pharmazeutische Spezialitäten u. pharmaz. Erzeugn.;63137;8745164;47143;8764884
2017;2211;Herstellung und Runderneuerung von Bereifungen;90868;549244;148145;496265
2017;2219;Andere Gummiwaren (ohne Bereifungen);158007;1343794;194089;1195543
2017;2221;Platten,Folien, Schläuche u. Profile aus Kunststo.;700651;2887022;405459;1465231
2017;2222;Verpackungsmittel aus Kunststoffen;296751;986153;376553;820296
2017;2223;Baubedarfsartikel aus Kunststoffen;105987;510733;259599;584729
2017;2229;Sonstige Kunststoffwaren;251224;2101936;288721;1687243
2017;2311;Flachglas (ohne veredeltes u. bearbeit. Flachglas);545482;250171;116104;58151
2017;2312;Veredeltes und bearbeitetes Flachglas;176037;372520;122496;336703
2017;2313;Hohlglas;223337;178171;134883;193901
2017;2314;Glasfasern und Waren daraus;19151;62646;155943;218477
2017;2319;Sonstiges Glas (einschl. technischer Glaswaren);9625;41178;26573;81791
2017;2320;Feuerfeste keramische Werkstoffe;353160;358219;128412;144988
2017;2331;Keramische Wand-, Bodenfliesen und -platten;53903;38884;295559;171472
2017;2332;Ziegel und sonstige Baukeramik;395683;98389;88194;20690
2017;2341;Keramische Haushaltswaren und Ziergegenstände;12182;30815;68597;163271
2017;2342;Sanitärkeramik;6021;30756;43674;103954
2017;2343;Isolatoren und Isolierteile aus Keramik;82;1796;1163;11301
2017;2344;Keramische Waren für sonstige technische Zwecke;3871;106343;6260;69338
2017;2349;Andere keramische Waren, a.n.g.;2705;11439;7494;17958
2017;2351;Zement;3162061;207689;324091;70408
2017;2352;Kalk und gebrannter Gips;864091;73091;223192;26056
2017;2361;Erzeugnisse a. Beton,Zement u.Kalksandstein f. Bau;972130;137154;280070;67517
2017;2362;Gipserzeugnisse für den Bau;47719;10467;75039;10988
2017;2363;Frischbeton (Transportbeton);106108;3279;841;39
2017;2364;Mörtel und anderer Beton, nicht feuerfest;285419;132065;29755;4102
2017;2365;Faserzementwaren;37938;30317;14278;18235
2017;2369;Erzeugnisse aus Beton, Zement und Gips, a.n.g.;139948;32483;49928;37897
2017;2370;Bearbeitete u. verarb. Naturwerk- u. Natursteine;54340;16704;442373;135427
2017;2391;Mühl-,Mahl-,Schleif-,Wetz- u. Poliersteine;13731;192413;18862;276902
2017;2399;Sonstige Erzeugn. aus nichtmet. Mineralien, a.n.g.;272898;616419;241397;428189
2017;2410;Roheisen, Stahl und Ferrolegierungen;7190384;5940227;11089529;9088274
2017;2420;Stahlrohre,Rohrform-,-verschluss- u.-verbind.stück;1801941;3151158;1025484;1381333
2017;2431;Blankstahl;253074;453312;279700;493232
2017;2432;Kaltband, Breite<600mm;1221515;1520235;347709;530800
2017;2433;Kaltprofile;127427;192199;82414;131818
2017;2434;Kaltgezogener Draht;247820;416665;249331;365723
2017;2441;Edelmetalle und Halbzeug daraus;101;37598;53;111951
2017;2442;Aluminium und Halbzeug daraus;1302466;3735102;2254640;3653916
2017;2443;Blei, Zink und Zinn und Halbzeug daraus;139892;441330;307681;946020
2017;2444;Kupfer und Halbzeug daraus;360035;2582125;323016;1864451
2017;2445;Sonstige NE-Metalle und Halbzeug daraus;72676;818738;129621;1142904
2017;2446;Kernbrennstoffe;61;2123;7366;262556
2017;2451;Eisengießereierzeugnisse;1519;8392;15550;38005
2017;2452;Stahlgießereierzeugnisse;1002;13513;1925;20041
2017;2511;Metallkonstruktionen;437627;1081089;337390;748495
2017;2512;Ausbauelemente aus Stahl und Aluminium;36900;254200;46814;94318
2017;2521;Heizkörper u. -kessel für Zentralheizungen, Teile;23084;260496;37152;336236
2017;2529;Sonstige Metallbehälter, Fassungsvermögen>300l;42540;132347;27531;85956
2017;2530;Dampfkessel (-erzeuger), Kernreaktoren, Teile;7085;83583;2504;16869
2017;2540;Waffen und Munition, Teile dafür;648;48077;2972;48416
2017;2571;Schneidwaren und Bestecke, aus unedlen Metallen;6781;265248;14857;195573
2017;2572;Schlösser und Beschläge, aus unedlen Metallen;266258;2041141;169124;1051660
2017;2573;Werkzeuge;57967;1408138;76769;1205233
2017;2591;Metallbehälter, Fassungsvermögen<=300l;56866;204087;18447;47681
2017;2592;Verpackungen und Verschlüsse, aus Eisen, Stahl;45720;253658;28434;132720
2017;2593;Drahtwaren, Ketten und Federn;305354;941870;232863;416788
2017;2594;Schrauben und Nieten;258209;1417595;332422;957723
2017;2599;Andere Metallwaren, a.n.g.;493492;2134731;481300;1879246
2017;2611;Elektronische Bauelemente;4938;1349277;10468;2554226
2017;2612;Bestückte Leiterplatten;2322;156317;7240;306552
2017;2620;Datenverarbeitungsgeräte und periphere Geräte;39466;1760608;184059;7858140
2017;2630;Geräte u. Einricht. d. Telekommunikationstechnik;6777;701708;32533;4856953
2017;2640;Geräte der Unterhaltungselektronik;9294;407238;50605;1575346
2017;2651;Mess-,Kontroll-,Navigations- u.ä. Instr. u. Vorr.;29052;3195766;30298;2466588
2017;2652;Uhren;382;87136;3335;468055
2017;2660;Bestrahlungs-,Elektrotherapie-,elektromed. Geräte;2020;213343;3509;433827
2017;2670;Optische und fotografische Instrumente und Geräte;4314;812908;5697;951655
2017;2680;Magnetische und optische Datenträger;1575;15507;1080;31115
2017;2711;Elektromotoren,Generatoren,Transformatoren,Teile;89675;1728771;176409;2034422
2017;2712;Elektrizitätsverteilungs- und -schalteinrichtungen;44924;2259116;48404;1579090
2017;2720;Akkumulatoren und Batterien;61000;300290;79386;449514
2017;2731;Glasfaserkabel;4683;50645;4539;81846
2017;2732;Sonstige elektronische und elektrische Kabel;99052;1024879;83712;707308
2017;2733;Elektrisches Installationsmaterial;61047;2174490;43600;1310230
2017;2740;Elektrische Lampen und Leuchten;23584;1094262;109696;1573705
2017;2751;Elektrische Haushaltsgeräte, Teile dafür;147636;1632789;347414;2241149
2017;2752;Nicht elektrische Haushaltsgeräte, Teile dafür;11197;94492;35252;193951
2017;2790;Sonstige elektr. Ausrüstungen und Geräte a.n.g.;45795;923956;56167;876370
2017;2811;Verbrennungsmotoren und Turbinen;326873;2736952;63633;712762
2017;2812;Hydraulische, pneumatische Komponenten und Systeme;21504;644079;26570;415750
2017;2813;Sonstige Pumpen und Kompressoren;109188;2324600;83232;1092548
2017;2814;Armaturen;76655;2012749;94773;1311215
2017;2815;Lager, Getriebe, Zahnräder und Antriebselemente;263333;3019432;213522;1564525
2017;2821;Öfen und Brenner, Teile dafür;24010;503732;15043;129149
2017;2822;Hebezeuge und Fördermittel;220152;1842577;141532;813651
2017;2823;Büromaschinen;10384;476019;33859;1699993
2017;2824;Handgeführte, kraftbetrieb. Werkzeuge, Teile dafür;3925;186656;21694;353809
2017;2825;Kälte- u. lufttechn. Erzeugn. für gewerbl. Zwecke;68582;1074021;112849;1442243
2017;2829;Sonstige nicht wirtschaftszweigspezif. Maschinen;157192;3469281;91334;1254132
2017;2830;Maschinen für die Landwirtschaft, Forstwirtschaft;163559;1628759;91080;556451
2017;2841;Werkzeugmaschinen f.d. Metallbearbeitung, Teile;70821;1532032;48964;602043
2017;2849;Werkzeugmaschinen a.n.g., -teile, -zubehör;55112;908027;17714;234105
2017;2891;Masch. f.d. Metallerzg.,Walzwerkseinr., Gießmasch.;66379;446496;26193;120311
2017;2892;Bergwerks-, Bau- u. Baustoffmaschinen, Teile dafür;175020;1470798;163933;779310
2017;2893;Masch.f.Nahrungs-,Futterm.-,Getränkeh.,Tabakv., T.;16243;422948;10034;205914
2017;2894;Masch. f.Textil-,Bekleidungsh.,Ledererzg.,-verarb.;83435;1582165;33171;313680
2017;2895;Maschinen f.d. Papiererzeugung und -verarbeitung;24453;459322;6268;113067
2017;2896;Maschinen f. Kunststo.-,Gummierzeug.,-verarbeitung;39143;1183094;19701;311692
2017;2899;Maschinen f. sonst. best. Wirtschaftszweige a.n.g.;115149;2452261;74444;1054564
2017;2910;Kraftwagen und Kraftwagenmotoren;767873;7025956;1399667;15818652
2017;2920;Karosserien, Aufbauten und Anhänger;512055;2203929;296887;847680
2017;2931;Elektr.,elektron. Ausrüstungen für Motoren a.n.g.;13949;326947;48460;846885
2017;2932;Andere Teile und anderes Zubehör für Kraftwagen;1187783;7141152;686680;4162363
2017;3011;Schiffe (ohne Boote und Yachten);9799;22334;21499;47001
2017;3012;Boote und Yachten;470;10100;1202;18632
2017;3020;Schienenfahrzeuge;91642;1713247;69358;563322
2017;3030;Luft- und Raumfahrzeuge;6186;595622;2360;680727
2017;3040;Militärische Kampffahrzeuge;-;-;-;-
2017;3091;Krafträder;4803;98630;14973;331521
2017;3092;Fahrräder und Behindertenfahrzeuge;8445;98327;34649;454604
2017;3099;Fahrzeuge, a.n.g.;8222;35248;6441;23162
2017;3100;Sitzmöbel und Teile dafür, Teile für Möbel;204530;676089;579771;1772726
2017;3101;Büromöbel, Ladenmöbel aus Holz;19351;147892;44775;108754
2017;3102;Küchenmöbel aus Holz;284094;1342312;44844;43597
2017;3103;Matratzen;7936;48703;37870;142812
2017;3109;Sonstige Möbel;92257;370557;486400;998315
2017;3511;Elektrischer Strom;0;634487;0;137593
2017;3521;Industriell erzeugte Gase;-;-;-;-
2017;8900;Sonstige Waren;8642807;11125231;13417672;21052058
2017;8988;Sperrungen in der Außenhandelsstatistik;-;-;-;-
2017;;Insgesamt;104475646;190342885;196107510;228200754
2016;0111;Getreide (ohne Reis), Hülsenfrüchte und Ölsaaten;946326;211607;4143852;1478115
2016;0112;Reis;-;-;3537;2740
2016;0113;Gemüse und Melonen sowie Wurzeln und Knollen;901781;171970;1336110;1486990
2016;0114;Zuckerrohr;-;-;1;3
2016;0115;Tabak;2;13;684;44822
2016;0116;Faserpflanzen;36;22;15815;17776
2016;0119;Sonstige einjährige Pflanzen;47954;110560;138247;557749
2016;0121;Wein- und Tafeltrauben;971;2245;73945;147205
2016;0122;Tropische und subtropische Früchte;-;-;298314;265189
2016;0123;Zitrusfrüchte;-;-;300802;279490
2016;0124;Kern- und Steinobst;4452;10917;286677;308131
2016;0125;Sonstiges Baum- und Strauchobst und Nüsse;12638;99695;186180;708604
2016;0126;Ölhaltige Früchte;401;1020;2793;5316
2016;0127;Pflanzen zur Herstellung von Getränken;-;-;31725;85368
2016;0128;Gewürzpflanzen, Pflanzen für z.B. pharmaz. Zwecke;1993;15615;15760;53148
2016;0129;Sonstige mehrjährige Pflanzen;4307;4335;29048;26844
2016;0130;Baumschulerzeugnisse,Pflanzen z.Vermehrungszweck.;128960;321947;333115;636761
2016;0141;Kühe und Färsen, lebend;15718;42658;2238;5093
2016;0142;Sonstige Rinder und Büffel, lebend, Sperma;18897;52340;1218;5897
2016;0143;Pferde und Esel, lebend;398;17828;293;8729
2016;0144;Kamele und Kamelartige, lebend;-;-;-;-
2016;0145;Schafe und Ziegen, lebend;6;18;2;21
2016;0146;Schweine, lebend;21376;41131;329820;498295
2016;0147;Geflügel, lebend, sowie Eier;190326;163351;181259;261160
2016;0149;Sonstige Nutztiere und tierische Erzeugnisse;1564;10391;1799;20454
2016;0210;Waldbestand sowie Erzeugnisse von Forstbaumschulen;38;109;119;363
2016;0220;Rohholz;456041;42884;350925;44735
2016;0230;Wildwachsende Produkte (ohne Holz);5054;17803;21787;70643
2016;0300;Fische u. Fischereierzeugnisse, Aquakulturerzeug.;1028;6251;12302;62197
2016;0510;Steinkohle;237788;35165;21802788;1449904
2016;0520;Braunkohle;669318;52907;10661;539
2016;0610;Erdöl;-;-;24803318;7016778
2016;0620;Erdgas, verflüssigt oder gasförmig;-;-;18794522;4248031
2016;0710;Eisenerze;21951;1514;21810185;1242385
2016;0721;Uran- und Thoriumerze;-;-;-;-
2016;0729;NE-Metallerze (ohne Uran- und Thoriumerze);108425;70791;940207;635374
2016;0811;Natur-,-werk-, Kalk-, Gipssteine, Kreide, Schiefer;203631;13444;733900;16829
2016;0812;Kies, Sand, Ton und Kaolin;13545985;138995;1494399;122108
2016;0891;Chemische und Düngemittelminerale;216308;36366;316684;52383
2016;0892;Torf;34827;5630;232082;18836
2016;0893;Salz, reines Natriumchlorid (ohne Speisesalz);1037782;56738;1771756;68774
2016;0899;Steine, Erden, a.n.g., sonstige Bergbauerzeugnisse;676977;25645;599225;132527
2016;1011;Fleisch (ohne Geflügel);1621715;2629814;629454;1325715
2016;1012;Geflügelfleisch;54919;69084;183284;392049
2016;1013;Verarbeitetes Fleisch;238325;741120;161666;515443
2016;1020;Fischerzeugnisse und andere Meeresfrüchte;40438;134262;85453;483167
2016;1031;Verarbeitete Kartoffeln und Kartoffelerzeugnisse;16519;29953;148255;150164
2016;1032;Frucht- u.Gemüsesäfte,n. gegoren,oh. Alkoholzusatz;281118;197764;339611;332924
2016;1039;Verarbeitetes Obst und Gemüse, a.n.g.;272061;466184;683574;876611
2016;1041;Öle und Fette (ohne Margarine und Nahrungsfette);1719252;894203;2148944;1502273
2016;1042;Margarine und Nahrungsfette;83420;99658;50245;58069
2016;1051;Milch und Milcherzeugnisse (ohne Speiseeis);1130876;694967;618368;1200488
2016;1052;Speiseeis;74600;177321;28655;65572
2016;1061;Mahlerzeugnisse und Schälmühlenerzeugnisse;586744;244700;394533;248669
2016;1062;Stärke und Stärkeerzeugnisse;1324529;328541;730515;290083
2016;1071;Backwaren (ohne Dauerbackwaren);183335;317012;116997;231452
2016;1072;Dauerbackwaren;168095;441658;157074;399154
2016;1073;Teigwaren;2272;3920;38489;47314
2016;1081;Zucker;377961;133960;199417;83421
2016;1082;Süßwaren (ohne Dauerbackwaren);324945;1211353;281620;1039935
2016;1083;Kaffee und Tee, Kaffee-Ersatz;42598;270452;45190;362508
2016;1084;Würzen und Soßen;95341;116421;122956;160539
2016;1085;Fertiggerichte;100623;315010;78203;186785
2016;1086;Homogenisierte Nahrungsmittelzubereitungen;19935;149418;28132;106601
2016;1089;Sonstige Nahrungsmittel, a.n.g.;157500;317551;79949;315851
2016;1091;Futtermittel für Nutztiere;441153;167812;533268;233259
2016;1092;Futtermittel für sonstige Tiere, zubereitet;205000;300285;145183;220790
2016;1101;Spirituosen;3839;10508;72651;260597
2016;1102;Traubenwein;8119;15179;157730;340677
2016;1103;Apfelwein u. Fruchtweine, alkoholh. Mischgetränke;12200;10127;5772;7101
2016;1104;Wermutwein und andere aromatisierte Weine;100;277;1061;1133
2016;1105;Bier;312526;128526;115573;62110
2016;1106;Malz;108685;41471;57761;21143
2016;1107;Erfrischungsgetränke, natürliches Mineralwasser;2363228;270945;275810;139253
2016;1200;Tabakerzeugnisse;2305;115634;8742;146933
2016;1310;Textile Spinnstoffe und Garne;26039;42835;75077;176946
2016;1320;Gewebe;44290;446759;82091;575900
2016;1391;Gewirke und Gestricke;5744;85101;12381;80116
2016;1392;Konfektionierte Textilwaren (ohne Bekleidung);36473;351749;225733;1436572
2016;1393;Teppiche und textile Fußbodenbeläge;17424;99799;86705;313712
2016;1394;Seilerwaren;5136;24027;18812;39551
2016;1395;Vliesstoffe und Vliesstofferzeugnisse;97036;447801;67537;210252
2016;1396;Technische Textilien;66049;633250;31525;318486
2016;1399;Sonstige Textilwaren, a.n.g.;17200;47140;8335;41889
2016;1411;Bekleidung aus Leder oder rekonstituiertem Leder;367;8319;1361;76174
2016;1412;Arbeitsbekleidung und Berufsbekleidung;539;19999;6731;129409
2016;1413;Sonstige Oberbekleidung;84147;383443;169309;3682293
2016;1414;Wäsche;7385;239967;117790;2542269
2016;1419;Bekleidung und Bekleidungszubehör, a.n.g.;6496;129976;57042;1020127
2016;1420;Pelzwaren;4;1286;317;8558
2016;1431;Strumpfwaren;3467;108977;25266;381403
2016;1439;Bekleidung a.n.g., aus Gewirken oder Gestricken;2932;89614;54536;1144947
2016;1511;Leder u. -faserstoff, zuger. u. gefärbte Felle;4041;132472;6392;116077
2016;1512;Lederwaren (ohne Lederbekleidung und Schuhe);7758;220296;53832;773724
2016;1520;Schuhe;10017;364682;98001;2037658
2016;1610;Holz, gesägt und gehobelt;586737;178785;626266;228731
2016;1621;Furnier-, Sperrholz-, Holzfaser-, Holzspanplatten;652543;476531;831846;457455
2016;1622;Parkettböden;7215;22782;28232;73251
2016;1623;Holzkonstruktionen, -bauteile, -fertigteilbauten;34103;108524;61084;97997
2016;1624;Holzverpackungen, Holzbehälter, Holzladungsträger;156305;45645;339556;101389
2016;1629;Holzwaren a.n.g., Kork-, Flecht-, Korbmacherwaren;10915;49481;186263;338783
2016;1711;Holz- und Zellstoff;211464;96099;629632;319040
2016;1712;Papier und Pappe;2233670;1805751;1818006;1517937
2016;1721;Wellpapier und -pappe, Verpackungsmittel;504389;834263;128688;239986
2016;1722;Haushalts-, Hygiene- und Toilettenartikel;213939;439742;259551;493351
2016;1723;Schreibwaren u. Bürobedarf aus Papier,Karton,Pappe;25078;64424;34077;119066
2016;1724;Tapeten;21773;82562;1977;12642
2016;1729;Andere Waren aus Papier, Karton und Pappe;45688;161677;62373;205075
2016;1910;Kokereierzeugnisse;391133;107320;1075087;173723
2016;1920;Mineralölerzeugnisse;5559083;1944353;13874268;5073777
2016;2011;Industriegase;132542;38471;163344;95661
2016;2012;Farbstoffe und Pigmente;708192;1258234;223400;498868
2016;2013;Sonstige anorganische Grundstoffe und Chemikalien;3514144;1530278;1685335;790857
2016;2014;Sonstige organische Grundstoffe und Chemikalien;7205737;8103704;5228522;4694285
2016;2015;Düngemittel und Stickstoffverbindungen;440813;174073;1006441;220524
2016;2016;Kunststoffe, in Primärformen;4797927;7940750;2465024;3896769
2016;2017;Synthetischer Kautschuk, in Primärformen;430083;635925;84036;171912
2016;2020;Schädlingsbekämpfungs- und Pflanzenschutzmittel;71892;743382;74666;506821
2016;2030;Anstrichmittel, Druckfarben und Kitte;632191;1805541;222185;1028300
2016;2041;Seifen, Wasch-, Reinigungs- und Poliermittel;812218;1394320;499409;715917
2016;2042;Körperpflegemittel und Duftstoffe;162663;770779;139864;976609
2016;2051;Pyrotechnische Erzeugnisse;7682;41793;13171;36940
2016;2052;Klebstoffe;172173;362164;70581;241806
2016;2053;Etherische Öle;17505;218101;13463;276886
2016;2059;Sonstige chemische Erzeugnisse, a.n.g.;1662372;3460771;952248;2694228
2016;2060;Chemiefasern;131683;382438;214056;495435
2016;2110;Pharmazeutische Grundstoffe u.ä. Erzeugnisse;78397;656657;88078;616430
2016;2120;Pharmazeutische Spezialitäten u. pharmaz. Erzeugn.;61303;8218401;47782;7541028
2016;2211;Herstellung und Runderneuerung von Bereifungen;90741;543007;156310;529159
2016;2219;Andere Gummiwaren (ohne Bereifungen);147415;1255475;171518;1093108
2016;2221;Platten,Folien, Schläuche u. Profile aus Kunststo.;665737;2705172;377149;1325280
2016;2222;Verpackungsmittel aus Kunststoffen;277535;942353;364700;804231
2016;2223;Baubedarfsartikel aus Kunststoffen;92233;447117;253378;548869
2016;2229;Sonstige Kunststoffwaren;248171;1982128;277080;1609562
2016;2311;Flachglas (ohne veredeltes u. bearbeit. Flachglas);587275;248663;94641;52173
2016;2312;Veredeltes und bearbeitetes Flachglas;164753;351121;132119;337562
2016;2313;Hohlglas;197472;156753;132248;182241
2016;2314;Glasfasern und Waren daraus;18419;58756;146569;213221
2016;2319;Sonstiges Glas (einschl. technischer Glaswaren);8862;40761;29574;85972
2016;2320;Feuerfeste keramische Werkstoffe;328248;341218;120005;142391
2016;2331;Keramische Wand-, Bodenfliesen und -platten;55599;34192;283245;170040
2016;2332;Ziegel und sonstige Baukeramik;369165;98342;92886;22229
2016;2341;Keramische Haushaltswaren und Ziergegenstände;13424;33266;66671;156292
2016;2342;Sanitärkeramik;6357;31535;42251;97361
2016;2343;Isolatoren und Isolierteile aus Keramik;465;10342;1260;11186
2016;2344;Keramische Waren für sonstige technische Zwecke;4149;102802;6448;65439
2016;2349;Andere keramische Waren, a.n.g.;7832;12737;8470;18723
2016;2351;Zement;2876545;192764;292194;69356
2016;2352;Kalk und gebrannter Gips;834339;71549;219194;25604
2016;2361;Erzeugnisse a. Beton,Zement u.Kalksandstein f. Bau;891552;134452;183460;54054
2016;2362;Gipserzeugnisse für den Bau;33496;7590;72277;10661
2016;2363;Frischbeton (Transportbeton);107614;2966;1095;68
2016;2364;Mörtel und anderer Beton, nicht feuerfest;272432;120136;24361;3925
2016;2365;Faserzementwaren;42618;33281;13888;13058
2016;2369;Erzeugnisse aus Beton, Zement und Gips, a.n.g.;144155;35700;48280;32926
2016;2370;Bearbeitete u. verarb. Naturwerk- u. Natursteine;48903;19195;433730;146063
2016;2391;Mühl-,Mahl-,Schleif-,Wetz- u. Poliersteine;13648;180177;18672;252836
2016;2399;Sonstige Erzeugn. aus nichtmet. Mineralien, a.n.g.;229793;509748;209859;395340
2016;2410;Roheisen, Stahl und Ferrolegierungen;6797625;4968564;10757559;7313378
2016;2420;Stahlrohre,Rohrform-,-verschluss- u.-verbind.stück;1825103;3105404;1006938;1221879
2016;2431;Blankstahl;222497;379550;300440;445679
2016;2432;Kaltband, Breite<600mm;1156421;1297416;355583;457045
2016;2433;Kaltprofile;127476;177413;88378;157430
